VESSEL,VOYAGE,DATED,TO,STEAM,RPM,SPEED,STW,M/E HFO CONS.,M/E LSHFO CONS.,M/E MDO CONS.,M/E LSMDO CONS.,M/E MGO CONS.,M/E LSMGO CONS.,D/G HFO CONS.,D/G LSHFO CONS.,D/G MDO CONS.,D/G LSMDO CONS.,D/G MGO CONS.,D/G LSMGO CONS.,BOIL. HFO CONS.,BOIL. SHFO CONS.,BOIL. MDO CONS.,BOIL. LSMDO CONS.,BOIL. MGO CONS.,BOIL. LSMGO CONS.,WIND,SWELL,SLIP,CUR SPD,DRAFT FOR,DRAFT AFT,OBS DIST,OPERATION,CARGOCARRIED
BRAVERUS,201802L,03/11/2018,SINGAPORE PEGBC,24,68.8,11.08,10.71,33.5,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,5,2.5,11.56,0.4,17.65,17.7,266,,166860
BRAVERUS,201802L,03/10/2018,SINGAPORE PEGBC,24,69.4,11.33,11.12,33.4,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,4,2,10.31,0.2,17.65,17.7,272,,166860
BRAVERUS,201802L,03/09/2018,SINGAPORE PEGBC,24,69.6,11.08,10.96,35.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,5,3,12.61,0.4,17.62,17.7,266,,166860
BRAVERUS,201802L,03/08/2018,SINGAPORE PEGBC,11,68.7,9.81,10,16.1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,6,3.5,18.36,1,17.62,17.7,108,,166860
BRAVERUS,201802L,03/08/2018,HAY POINT,0,0,0,0,23.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62,17.7,0,LOADING,166860
BRAVERUS,201802L,03/07/2018,HAY POINT,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,17.62,17.7,0,LOADING,166860
BRAVERUS,201802L,03/06/2018,HAY POINT,0,0,0,0,2,0,0,0,0,0,5.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14.6,15.8,0,LOADING,128691
BRAVERUS,201802L,03/05/2018,HAY POINT,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7.79,8.86,0,LOADING,38733
BRAVERUS,201802L,03/04/2018,HAY POINT,0,0,0,0,3.1,0,0,0,0,0,1.5,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,7.79,8.86,0,LOADING,38733
BRAVERUS,201802L,03/04/2018,HAY POINT,9,69.4,12.55,12.5,13.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0.7,0.1,7.79,8.86,113,,38733
BRAVERUS,201802B,03/04/2018,ABBOT POINT,0,0,0,0,0.9,0,0,0,0,0,1.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,7.79,8.86,0,LOADING,38733
BRAVERUS,201802B,03/03/2018,ABBOT POINT,0,0,0,0,1.5,0,0,0,0,0,4.5,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,7.79,8.86,0,LOADING,38733
BRAVERUS,201802B,03/02/2018,ABBOT POINT,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8.15,0,LOADING,0
BRAVERUS,201802B,03/01/2018,ABBOT POINT,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8.15,0,LOADING,0
BRAVERUS,201802B,2/28/2018,ABBOT POINT,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8.15,0,LOADING,0
BRAVERUS,201802B,2/27/2018,ABBOT POINT,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8.15,0,LOADING,0
BRAVERUS,201802B,2/26/2018,ABBOT POINT,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7,8.15,0,LOADING,0
BRAVERUS,201802B,2/25/2018,ABBOT POINT,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,7,8.15,0,LOADING,0
BRAVERUS,201802B,2/24/2018,ABBOT POINT,0,0,0,0,1.8,0,0,0,0,0,2.3,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,7,8.15,0,LOADING,0
BRAVERUS,201802B,2/24/2018,HAY POINT,5,69.5,13,12.5,6.6,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,4,0.7,1.96,0.1,7,8.15,65,,0
BRAVERUS,201802B,2/23/2018,ABBOT POINT,24,69.9,12.45,13.04,33.2,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,4,1,2.12,0.2,6.6,8.6,299,,0
